distance_km,hour_of_day,day_of_week,traffic_index,is_rain,eta_minutes
0.5,3,3,0.6,1,1.71
7.31,22,2,0.315,0,18.28
6.88,20,4,0.126,0,13.34
1.87,11,6,0.164,0,4.91
1.83,15,3,0.479,0,4.98
9.1,13,6,0.154,0,21.17
0.5,22,5,0.434,0,2.23
10.65,9,1,0.873,0,46.55
1.48,13,6,0.146,0,2.06
4.49,6,3,0.468,0,15.46
13.74,3,3,0.471,0,36.64
5.67,1,1,0.346,0,13.78
2.68,23,4,0.256,0,6.59
5.85,17,4,0.653,0,20.07
2.11,15,2,0.351,0,4.88
1.62,8,2,0.774,0,5.96
28.54,4,4,0.393,0,77.7
6.95,8,4,1.0,1,33.75
5.17,7,6,0.637,0,15.23
2.19,23,4,0.213,0,3.1
0.5,19,4,0.767,0,1.0
0.5,15,3,0.355,0,1.0
4.04,19,2,0.648,0,13.22
7.18,17,1,0.849,0,31.81
3.85,3,0,0.174,0,8.52
9.19,15,1,0.242,0,23.32
0.5,3,5,0.474,0,1.0
2.28,5,0,0.608,1,9.82
1.35,2,3,0.481,0,4.42
2.96,17,5,0.665,0,9.81
0.5,14,2,0.301,0,1.0
15.41,7,0,0.939,0,70.83
1.26,17,4,0.956,0,8.59
12.78,23,5,0.491,0,33.35
2.77,22,3,0.285,0,6.53
21.18,2,0,0.52,1,61.02
4.04,5,4,0.391,0,8.48
13.36,21,5,0.352,0,32.74
0.5,20,3,0.457,0,2.6
6.9,23,5,0.365,1,16.86
11.67,14,0,0.313,0,30.4
0.75,11,4,0.422,1,1.54
0.51,4,2,0.532,1,1.37
2.76,6,6,0.258,0,7.87
13.57,21,3,0.457,0,37.2
3.91,14,0,0.446,1,11.1
3.75,6,4,0.314,0,8.5
0.76,12,2,0.447,1,1.63
0.5,2,5,0.349,0,2.45
8.31,22,4,0.304,0,19.22
0.5,12,6,0.475,0,1.0
5.02,2,2,0.152,0,10.61
12.3,1,0,0.105,0,26.23
1.17,22,4,0.309,0,1.4
5.47,3,6,0.556,1,18.57
0.5,16,4,0.359,0,1.56
4.63,5,1,0.485,0,11.84
0.9,10,3,0.173,0,2.78
6.66,5,4,0.378,0,18.64
1.79,21,6,0.576,1,3.84
3.11,1,2,0.465,0,9.37
4.57,16,3,0.311,0,10.48
0.94,2,0,0.245,0,2.92
6.77,11,6,0.482,0,22.15
1.8,13,3,0.417,0,3.67
5.43,1,1,0.288,0,13.54
0.86,21,0,0.36,0,1.0
5.83,21,4,0.211,0,16.32
0.69,4,6,0.346,0,1.0
2.77,9,5,0.65,0,9.34
1.42,9,0,0.89,0,7.62
6.9,20,6,0.446,0,18.72
1.52,8,0,0.755,0,5.0
10.67,20,1,0.292,0,25.69
11.12,12,2,0.213,0,25.04
1.09,9,0,1.0,1,3.0
4.76,5,6,0.217,0,7.25
0.5,10,2,0.36,0,2.97
2.48,3,3,0.139,0,4.21
6.25,13,5,0.233,0,14.49
5.39,16,1,0.491,0,13.39
4.9,19,4,0.659,0,15.74
1.66,1,6,0.487,0,5.9
2.37,9,6,0.891,1,9.42
0.54,2,6,0.568,1,3.57
6.35,6,0,0.426,1,17.26
3.5,6,5,0.178,0,7.89
6.17,0,5,0.415,0,16.9
1.43,7,2,0.755,0,5.63
1.96,22,0,0.389,1,5.99
2.03,0,6,0.492,1,5.5
0.5,7,5,0.831,1,1.0
2.09,13,6,0.383,1,7.34
8.13,13,6,0.137,0,19.2
11.38,1,6,0.441,0,31.5
3.65,7,1,0.862,1,16.56
3.04,18,4,0.605,0,7.72
0.5,9,3,0.92,1,1.0
10.57,6,3,0.36,1,27.79
0.5,12,2,0.192,0,1.0
14.48,21,5,0.301,0,38.05
3.36,20,3,0.462,0,8.27
2.09,14,2,0.174,0,2.45
12.9,10,4,0.281,0,29.93
0.5,13,6,0.366,0,1.0
4.35,10,0,0.174,0,9.89
3.98,1,1,0.162,0,9.26
1.24,1,4,0.312,1,1.68
2.8,11,4,0.453,0,7.71
5.28,14,3,0.535,1,14.35
6.49,16,3,0.235,0,16.65
0.5,13,1,0.461,0,1.0
13.81,15,0,0.481,0,41.08
0.9,7,4,0.776,0,3.26
1.33,23,5,0.304,0,4.28
1.53,16,3,0.243,0,1.8
0.5,4,4,0.191,0,1.0
0.66,11,0,0.412,0,4.68
21.47,5,2,0.36,0,53.96
1.89,17,0,0.69,0,7.02
0.61,4,4,0.106,0,1.0
0.57,5,4,0.555,1,1.0
6.36,8,1,0.835,1,27.28
9.64,14,4,0.129,0,23.0
1.48,9,3,0.638,0,2.0
0.5,16,5,0.351,0,1.0
1.26,18,1,0.969,0,4.48
0.5,11,4,0.196,0,1.62
0.55,8,0,0.727,0,2.6
2.82,14,4,0.454,0,6.62
1.31,13,0,0.304,1,2.36
3.63,0,0,0.284,1,9.01
1.46,16,4,0.498,1,3.77
14.11,0,0,0.351,1,37.16
11.82,22,5,0.513,1,33.04
4.18,20,2,0.296,0,10.98
2.19,21,1,0.334,1,5.16
2.4,12,4,0.128,0,6.83
2.65,7,6,0.988,0,13.56
6.5,12,2,0.334,0,14.19
3.0,15,0,0.403,0,6.41
9.72,1,0,0.376,0,23.58
14.42,12,1,0.337,0,35.79
2.05,17,2,0.992,0,9.62
4.11,2,2,0.445,0,11.39
0.5,12,4,0.502,1,3.58
1.12,18,0,1.0,1,6.48
2.67,12,6,0.19,0,5.72
1.15,18,3,0.982,1,4.67
10.46,3,6,0.463,0,30.46
0.86,18,4,1.0,1,5.32
3.04,17,4,0.873,0,15.58
4.65,5,4,0.144,0,11.39
5.89,18,1,0.788,1,22.12
2.41,3,1,0.455,0,8.06
10.17,3,4,0.46,0,30.78
4.2,23,5,0.392,0,10.19
2.89,6,3,0.318,0,6.02
0.5,6,2,0.472,0,1.0
3.12,22,2,0.449,0,8.35
8.59,15,0,0.589,1,25.8
4.77,15,2,0.603,1,14.81
8.92,4,6,0.281,0,21.14
3.41,14,2,0.31,0,9.17
0.63,22,3,0.27,0,2.88
0.5,3,2,0.396,0,1.81
1.81,23,6,0.337,0,4.84
5.99,12,3,0.128,0,13.24
7.81,18,1,0.956,0,35.35
1.75,6,3,0.177,0,4.85
3.42,11,1,0.368,0,9.1
2.73,8,3,0.608,0,5.18
2.64,16,4,0.316,0,7.04
1.32,1,6,0.436,0,3.38
0.73,15,5,0.479,0,2.88
1.1,6,1,0.271,0,3.46
0.5,17,1,0.975,0,4.35
1.1,6,2,0.433,0,1.92
0.5,0,1,0.474,0,1.0
4.93,2,3,0.406,1,15.15
1.9,20,4,0.241,0,5.96
18.09,10,4,0.28,0,42.48
1.08,21,2,0.202,0,1.76
2.12,14,3,0.444,0,5.93
2.21,2,3,0.227,0,5.19
0.5,23,0,0.28,0,1.0
9.14,12,1,0.228,0,22.3
0.5,3,2,0.148,0,1.39
14.08,22,4,0.343,0,33.36
11.13,21,6,0.335,0,27.96
3.83,7,5,0.923,0,18.12
3.92,21,0,0.113,0,7.58
5.3,3,3,0.475,0,14.48
2.45,17,1,0.806,0,9.7
5.21,6,4,0.466,1,11.59
0.5,10,6,0.307,1,1.0
0.5,3,0,0.2,0,1.63
3.06,12,3,0.274,0,7.47
3.99,8,4,0.768,0,16.83
10.94,8,4,0.806,0,43.45
0.55,22,3,0.216,0,1.0
8.65,20,3,0.449,0,23.53
1.18,18,2,0.79,1,5.01
2.51,2,4,0.273,0,2.0
1.9,11,3,0.259,0,2.13
2.56,10,5,0.454,0,6.96
0.82,19,6,0.899,0,6.25
3.5,10,6,0.443,0,9.23
8.09,16,5,0.136,0,19.14
2.91,20,6,0.482,0,6.05
3.37,13,0,0.301,0,7.52
9.44,15,6,0.5,0,25.86
6.12,23,1,0.343,0,15.85
3.37,9,6,0.892,0,15.82
1.49,3,5,0.124,0,2.89
10.81,9,2,0.824,0,42.19
4.3,19,3,0.982,0,22.98
1.25,11,1,0.549,1,7.0
1.57,8,2,0.644,0,4.46
8.13,14,4,0.203,0,18.37
0.5,8,1,0.607,0,1.97
24.2,6,5,0.219,0,56.32
0.7,23,2,0.243,0,1.99
7.95,11,3,0.22,0,15.29
2.51,19,3,0.947,0,12.26
3.39,23,6,0.126,0,10.25
10.63,13,2,0.463,0,27.0
2.66,21,4,0.229,0,3.77
3.86,15,6,0.199,0,6.83
0.5,18,5,0.875,1,3.05
0.5,22,2,0.365,1,1.0
1.4,2,0,0.495,0,5.71
5.71,10,2,0.319,0,12.52
0.65,22,2,0.291,0,2.8
0.6,20,5,0.491,0,1.0
2.65,19,3,0.78,0,8.85
5.22,18,6,0.621,0,17.37
6.23,7,4,0.709,0,22.53
0.98,19,6,0.881,0,3.02
0.5,7,2,0.968,0,2.78
14.1,2,1,0.347,0,36.62
1.51,9,3,0.808,0,3.05
9.6,12,3,0.161,0,21.14
9.96,8,2,0.968,0,47.39
7.4,5,5,0.389,1,16.55
0.92,14,1,0.535,1,2.71
8.62,15,2,0.389,0,22.42
7.33,4,1,0.476,1,21.76
4.54,20,3,0.261,0,11.47
2.06,12,1,0.371,0,7.4
1.52,18,6,0.814,0,6.51
0.65,1,2,0.424,0,1.0
3.56,5,0,0.425,0,8.89
4.4,0,0,0.128,0,11.03
2.23,14,1,0.25,0,6.47
3.23,14,5,0.268,0,8.79
2.26,13,2,0.589,1,8.24
5.12,6,4,0.301,0,12.97
11.58,4,0,0.446,1,31.83
0.9,19,3,0.997,0,4.22
2.4,15,6,0.301,1,7.42
0.76,16,2,0.476,1,2.61
4.9,10,2,0.321,0,9.12
6.53,14,6,0.402,0,17.77
13.43,19,0,0.864,0,57.17
1.63,15,6,0.632,1,3.97
15.0,2,6,0.132,0,31.77
0.5,5,4,0.409,0,1.34
4.62,20,6,0.401,0,14.26
0.5,22,3,0.358,1,1.0
11.21,12,4,0.379,0,28.57
3.77,0,3,0.364,0,10.38
5.53,20,0,0.219,0,13.05
8.91,13,2,0.39,0,22.25
0.81,1,3,0.472,0,2.35
0.5,1,2,0.222,0,1.24
10.55,14,1,0.492,0,31.85
1.89,17,1,0.606,0,4.52
0.69,8,0,0.65,0,2.39
3.16,2,0,0.131,0,7.69
4.56,3,5,0.185,0,11.87
0.5,14,0,0.237,0,1.0
1.61,4,1,0.393,0,7.0
0.5,19,3,0.766,0,1.0
2.73,19,6,0.757,0,7.77
11.27,4,6,0.307,0,27.97
20.27,9,6,0.852,0,80.46
5.07,15,4,0.118,0,9.96
0.88,11,6,0.19,0,2.74
11.81,13,0,0.192,0,28.86
3.63,21,6,0.375,0,9.79
0.83,10,4,0.194,0,2.46
12.74,18,4,0.61,0,41.2
7.08,5,1,0.119,0,12.87
6.58,9,5,0.822,0,26.88
6.18,19,3,0.752,1,22.52
1.12,2,1,0.238,0,1.41
1.18,21,0,0.381,0,1.63
5.83,14,1,0.373,0,14.89
1.24,10,1,0.231,0,4.11
2.89,21,1,0.384,0,9.13
7.62,1,0,0.389,1,19.69
7.66,23,0,0.189,0,18.85
3.02,5,1,0.388,0,6.24
7.86,16,1,0.391,0,19.86
9.12,17,4,1.0,1,48.17
5.32,3,3,0.3,0,14.77
1.3,22,4,0.193,0,1.72
1.6,8,5,0.996,0,9.07
1.89,9,3,0.939,0,7.81
0.62,20,5,0.475,0,1.29
1.6,1,3,0.373,1,4.03
1.18,10,1,0.108,0,1.0
3.04,10,4,0.175,0,7.24
11.95,10,3,0.266,0,30.51
0.55,0,5,0.122,0,1.0
6.37,13,3,0.264,0,14.31
5.81,0,0,0.331,1,13.63
0.5,20,3,0.258,1,1.0
12.79,22,6,0.22,0,25.83
4.2,8,1,0.99,1,23.5
2.26,23,2,0.268,0,4.72
7.06,0,0,0.404,0,17.26
1.49,20,2,0.304,0,2.31
5.91,21,1,0.407,0,15.56
0.5,21,6,0.235,0,1.0
9.14,3,2,0.105,0,20.1
2.97,0,3,0.619,1,7.52
5.06,18,2,0.823,0,20.66
1.25,9,4,0.726,0,5.3
5.65,14,1,0.438,1,14.89
7.4,19,4,0.854,1,31.58
3.2,3,2,0.454,0,10.78
4.81,19,6,0.612,0,14.78
3.05,13,4,0.642,1,9.83
11.23,4,0,0.461,1,31.54
3.44,14,2,0.469,0,10.55
9.22,14,5,0.293,0,23.52
8.08,15,4,0.268,1,20.27
2.64,15,3,0.158,0,6.94
1.31,3,2,0.234,0,3.31
2.61,8,6,0.954,0,13.38
8.75,0,5,0.133,0,20.14
1.29,4,6,0.245,0,2.83
3.72,8,0,0.962,0,19.55
8.2,19,3,0.82,0,30.15
2.18,4,2,0.329,0,5.65
5.14,3,6,0.125,0,11.72
1.41,15,3,0.106,0,2.98
0.58,1,2,0.142,0,3.98
7.91,15,2,0.231,0,18.22
0.52,17,1,0.726,0,3.94
1.58,1,4,0.179,0,2.76
9.66,15,2,0.12,0,20.54
2.13,0,0,0.136,0,5.02
18.07,15,5,0.271,0,42.94
19.49,2,4,0.559,1,56.91
1.56,14,1,0.428,0,4.76
0.5,10,4,0.216,0,1.27
6.1,9,4,0.831,0,23.48
3.0,16,2,0.257,0,3.79
0.53,3,0,0.489,0,1.0
6.15,16,2,0.262,0,12.35
0.5,3,6,0.258,0,1.09
10.21,18,0,0.786,0,40.32
0.75,0,6,0.11,0,1.0
0.68,13,0,0.417,1,2.72
0.97,23,3,0.431,0,1.06
16.13,10,2,0.345,0,40.31
5.91,6,6,0.488,0,16.27
8.08,16,1,0.23,0,18.84
2.53,3,5,0.165,0,5.32
2.05,9,4,0.668,0,6.92
1.34,16,3,0.117,0,4.09
3.28,3,6,0.164,0,8.04
4.01,18,1,0.994,1,20.22
5.0,17,5,0.863,0,21.0
1.49,16,5,0.34,0,2.56
14.85,5,2,0.498,0,41.64
0.93,6,0,0.362,0,2.49
16.86,5,6,0.39,0,44.28
0.5,11,2,0.648,1,1.0
3.28,8,5,0.825,0,9.76
2.03,17,2,0.839,0,8.12
2.98,1,3,0.219,0,5.39
4.23,16,6,0.315,0,12.51
2.86,20,1,0.465,0,8.94
2.68,0,5,0.591,1,9.18
6.6,22,6,0.373,1,14.99
5.79,8,3,1.0,1,30.26
8.96,5,1,0.439,0,23.37
1.44,1,3,0.214,0,4.45
4.7,5,4,0.605,1,16.06
4.4,8,0,0.86,1,15.83
2.31,2,0,0.311,1,4.18
3.33,15,0,0.538,1,12.02
1.88,23,4,0.434,0,2.86
0.76,14,5,0.158,0,2.5
1.2,11,5,0.283,0,1.3
0.56,22,4,0.445,0,3.27
5.75,7,0,0.609,0,17.77
5.4,5,0,0.43,1,14.46
15.04,2,1,0.495,1,44.51
6.54,22,1,0.139,0,16.79
0.5,3,2,0.185,0,1.0
10.78,9,6,0.901,0,47.73
9.93,13,6,0.249,0,23.31
2.93,20,6,0.23,0,9.46
4.41,23,3,0.111,0,11.65
18.66,14,1,0.471,0,52.21
3.8,6,1,0.449,0,11.36
11.79,6,1,0.257,0,29.49
0.5,7,1,0.896,0,1.17
1.06,9,4,0.922,0,4.5
2.91,18,2,1.0,1,16.05
4.39,18,1,0.719,0,13.46
8.47,1,5,0.394,0,23.15
22.22,14,3,0.163,0,50.08
2.46,0,6,0.295,1,4.92
0.5,9,1,0.702,0,3.38
8.08,5,4,0.307,0,20.42
4.64,21,5,0.399,1,11.21
1.11,12,6,0.39,0,1.0
3.41,9,0,0.776,0,12.09
6.78,11,0,0.286,0,14.98
7.36,23,6,0.256,1,16.64
3.46,5,2,0.226,0,7.37
1.82,5,0,0.252,1,6.08
18.2,0,1,0.47,0,48.7
5.44,11,6,0.218,0,10.92
2.62,22,4,0.172,0,5.21
1.65,22,2,0.136,0,7.46
6.57,9,5,1.0,1,30.48
1.39,13,1,0.604,1,1.3
0.94,14,0,0.317,1,4.24
3.77,22,3,0.497,1,9.99
1.71,23,1,0.36,0,3.15
4.96,3,3,0.377,1,13.37
0.63,0,5,0.433,0,2.74
5.32,7,3,0.952,0,26.06
1.67,2,5,0.129,0,4.46
0.5,13,2,0.127,0,1.0
0.68,16,4,0.37,1,2.73
13.56,1,0,0.285,0,33.33
10.1,14,0,0.502,1,30.91
1.33,5,1,0.391,0,5.68
7.53,4,6,0.321,1,17.31
4.69,13,0,0.374,0,14.63
17.69,18,2,0.914,0,77.63
2.34,8,0,0.888,0,7.87
5.72,7,1,0.86,0,26.14
0.5,2,0,0.141,0,2.32
2.52,17,4,0.833,0,7.11
16.6,7,5,0.699,0,56.43
3.87,15,3,0.132,0,7.34
1.7,14,3,0.15,0,2.87
0.64,20,5,0.239,0,4.29
6.08,14,3,0.288,1,14.38
5.18,15,4,0.454,0,13.51
2.34,0,2,0.6,1,8.85
15.07,9,1,0.721,0,52.4
0.5,18,4,0.936,1,5.87
1.81,4,1,0.118,0,4.2
12.7,17,2,0.753,0,47.76
1.94,2,4,0.452,0,8.23
1.45,3,0,0.355,0,2.48
3.82,3,6,0.499,0,12.08
8.68,10,2,0.462,0,23.21
0.54,8,3,0.822,0,2.46
14.33,0,4,0.116,0,27.96
7.93,15,2,0.102,0,16.09
1.0,8,2,0.758,0,5.71
6.22,10,4,0.466,0,18.52
2.43,5,3,0.278,0,5.38
2.57,16,5,0.45,0,7.21
7.65,11,3,0.327,0,20.15
16.46,21,2,0.139,0,37.08
0.68,7,1,0.8,0,3.24
2.73,15,5,0.297,0,8.16
3.28,4,5,0.12,0,6.81
2.36,20,2,0.576,1,5.02
2.26,0,4,0.403,0,4.5
0.5,16,4,0.283,0,1.0
5.78,23,4,0.108,0,9.45
2.87,20,3,0.389,1,5.79
1.08,7,0,0.75,0,2.48
8.47,9,4,0.701,0,27.26
8.11,17,4,0.982,0,37.02
3.33,14,5,0.167,0,10.0
1.77,19,1,0.862,0,8.73
5.08,12,1,0.427,0,13.26
1.7,9,2,0.894,1,7.59
1.35,8,2,1.0,1,6.1
6.56,12,2,0.254,1,14.82
0.5,2,4,0.131,0,2.46
0.5,21,1,0.287,0,1.54
0.5,22,2,0.456,0,1.0
0.83,2,1,0.323,1,3.77
0.5,0,4,0.291,0,1.85
27.37,1,5,0.266,1,66.48
1.7,10,4,0.258,1,4.32
0.81,13,2,0.103,0,1.84
1.38,9,4,0.729,0,4.7
13.75,6,4,0.11,0,30.23
3.67,22,1,0.21,0,6.62
2.27,0,0,0.358,0,6.59
10.33,6,3,0.347,0,23.74
2.51,14,2,0.122,0,4.5
2.04,10,6,0.203,0,6.81
1.16,5,0,0.356,0,1.31
2.37,21,5,0.407,1,5.42
1.9,6,6,0.286,0,3.82
5.66,6,2,0.183,0,11.5
1.71,0,0,0.115,0,3.31
4.3,9,4,0.754,0,15.94
0.5,20,2,0.373,0,3.4
1.06,14,0,0.407,0,4.35
2.62,7,3,0.656,0,9.51
13.82,23,4,0.257,0,32.48
2.37,18,2,0.903,0,9.27
5.45,2,5,0.382,0,15.01
1.47,22,5,0.402,0,4.5
0.68,14,2,0.138,0,2.22
0.5,3,0,0.571,1,1.0
1.82,5,2,0.125,0,4.16
0.86,9,6,0.94,1,4.27
0.96,17,4,0.875,0,3.14
7.15,15,1,0.319,0,19.36
0.5,17,5,0.831,0,1.0
4.08,5,0,0.421,1,9.92
2.39,18,3,1.0,1,10.61
3.53,16,2,0.218,0,7.55
4.14,17,4,1.0,1,19.84
1.88,12,2,0.359,0,3.92
1.75,6,3,0.159,0,5.08
6.61,19,4,0.857,0,27.57
10.25,11,3,0.5,0,28.03
1.07,1,4,0.162,0,3.16
0.51,11,1,0.407,0,2.02
11.4,11,5,0.309,1,25.16
2.15,23,4,0.48,0,5.34
4.01,3,3,0.414,1,11.58
2.23,3,0,0.492,0,6.88
0.67,17,5,0.643,0,3.09
4.45,15,6,0.416,0,10.63
3.72,13,1,0.289,0,9.6
1.13,16,2,0.366,1,1.0
3.01,16,1,0.399,0,7.6
7.97,2,1,0.354,0,22.84
4.46,5,2,0.461,0,13.66
0.51,22,4,0.35,1,1.57
3.97,12,1,0.476,0,10.27
6.07,8,5,1.0,1,32.2
7.87,20,1,0.28,0,18.91
4.96,8,0,0.821,0,18.95
0.83,7,5,0.75,0,5.03
6.19,16,0,0.443,0,16.97
5.66,15,5,0.424,0,15.7
0.5,15,3,0.394,0,1.0
2.65,18,2,0.706,0,8.46
2.02,23,5,0.44,0,6.59
5.53,15,5,0.471,0,15.34
1.22,13,4,0.542,1,3.44
4.47,19,4,0.983,0,20.18
12.22,13,3,0.216,0,29.4
7.99,13,4,0.368,0,19.96
12.72,13,6,0.182,0,28.92
19.2,11,6,0.128,0,43.64
0.5,5,4,0.482,1,3.99
4.87,19,6,0.781,0,17.15
2.66,12,0,0.133,0,5.33
9.83,15,6,0.173,0,22.8
1.45,8,4,0.724,0,4.12
19.82,1,4,0.354,0,51.82
4.76,21,6,0.282,1,12.44
7.89,2,3,0.137,0,18.12
0.5,9,3,1.0,1,2.18
1.01,19,1,0.976,0,5.01
7.1,1,4,0.323,0,18.39
0.5,23,4,0.113,0,1.37
8.49,9,5,0.68,0,26.41
0.5,7,4,0.764,0,3.88
5.35,16,0,0.171,0,12.15
2.27,21,6,0.361,0,5.83
4.73,0,5,0.232,0,12.82
5.95,5,4,0.431,0,15.91
2.1,6,0,0.646,1,5.33
0.57,14,1,0.412,0,1.06
0.5,17,5,0.89,1,3.98
4.45,8,6,0.829,0,16.25
3.68,7,6,0.803,0,11.35
6.78,9,2,0.768,1,24.27
3.56,3,4,0.391,0,9.99
2.74,19,5,0.982,0,15.13
2.54,7,6,1.0,1,13.01
0.5,0,3,0.314,0,1.0
2.04,7,5,0.922,1,7.02
18.65,22,3,0.247,0,43.0
10.34,11,4,0.39,0,24.15
2.0,22,0,0.569,1,7.69
4.43,14,3,0.189,0,8.39
9.4,12,5,0.221,0,20.49
2.91,15,5,0.261,0,5.0
0.5,22,6,0.194,0,1.0
0.5,17,3,0.976,0,2.84
3.57,0,1,0.479,1,11.66
17.44,16,6,0.402,1,45.86
5.91,15,1,0.106,0,11.55
0.5,22,1,0.38,1,2.75
1.05,4,3,0.435,0,3.36
7.38,19,3,0.631,0,23.69
9.21,20,5,0.127,0,19.31
4.81,9,4,0.957,0,21.21
5.17,5,4,0.172,0,12.46
0.5,11,0,0.495,0,1.34
8.82,9,3,0.933,1,37.76
7.76,21,6,0.465,0,21.17
1.5,16,6,0.408,0,5.36
6.17,1,4,0.384,0,19.42
1.21,18,4,1.0,1,5.66
0.5,19,1,0.739,0,2.96
1.12,5,1,0.379,0,2.3
0.98,12,6,0.215,0,2.42
2.06,8,6,1.0,1,10.79
2.71,11,1,0.479,0,9.72
3.55,17,2,0.87,0,16.54
3.24,7,4,0.677,0,11.83
1.58,17,1,0.836,0,5.11
0.5,22,1,0.387,1,2.05
4.65,21,3,0.345,0,13.98
2.52,1,6,0.159,0,6.42
1.77,7,5,0.639,0,6.8
10.08,9,1,1.0,1,50.64
6.87,8,3,0.648,0,22.0
9.75,23,0,0.494,0,28.52
3.42,17,1,0.639,0,10.77
0.7,7,5,0.73,0,1.0
5.96,18,3,0.911,0,28.3
1.15,2,5,0.133,0,3.51
2.91,8,1,0.953,0,10.64
0.5,12,0,0.493,0,1.0
8.72,8,1,0.998,0,43.2
0.67,19,3,0.607,0,3.04
11.67,11,0,0.109,0,24.08
9.98,22,0,0.255,1,22.22
3.12,12,0,0.184,0,6.8
6.82,7,2,0.995,0,33.64
4.83,14,3,0.136,0,10.16
8.12,12,2,0.549,1,22.49
2.83,20,5,0.105,0,6.29
7.7,12,0,0.392,0,20.17
3.1,16,2,0.2,0,4.8
14.15,14,1,0.276,0,34.63
3.33,21,2,0.491,0,8.88
3.11,18,4,0.696,0,9.47
7.69,2,5,0.13,0,16.93
8.62,13,0,0.449,0,23.13
4.04,9,0,0.768,0,14.45
0.99,16,6,0.334,0,1.25
3.15,7,5,0.939,1,14.85
17.22,17,5,0.856,0,72.63
6.99,11,3,0.273,0,16.61
8.33,16,1,0.409,0,21.09
0.5,22,6,0.147,0,2.4
3.15,10,5,0.46,1,8.83
5.2,8,6,0.844,0,19.0
8.86,21,5,0.263,0,21.36
0.5,23,6,0.246,0,1.0
9.57,23,3,0.491,0,28.29
3.97,22,5,0.259,0,6.5
1.1,14,2,0.613,1,3.3
1.91,8,4,0.841,0,9.38
1.66,11,4,0.313,0,3.55
3.78,10,4,0.39,1,9.68
0.5,16,5,0.356,0,1.0
0.86,5,6,0.396,0,1.99
8.38,7,4,1.0,1,39.76
0.71,9,1,0.733,0,1.0
1.33,14,2,0.382,1,1.51
3.02,3,4,0.232,0,9.15
3.64,17,0,0.862,1,12.84
7.21,10,5,0.115,0,14.28
2.96,8,2,0.764,0,8.63
7.8,8,1,0.765,1,31.12
4.82,7,4,0.743,0,16.6
0.6,2,1,0.321,0,1.0
0.85,20,5,0.119,0,1.0
2.87,17,4,0.638,0,7.89
2.53,13,0,0.45,0,8.29
6.8,2,2,0.409,1,17.69
4.35,16,6,0.639,1,12.33
2.46,3,0,0.38,1,8.5
0.94,20,4,0.204,0,2.97
1.29,17,3,1.0,1,5.1
4.28,14,2,0.2,0,10.33
2.75,18,1,0.755,1,7.75
3.62,21,4,0.495,1,7.66
0.94,5,0,0.229,0,1.0
5.44,14,5,0.254,0,13.97
9.57,6,6,0.538,1,30.51
1.49,11,3,0.389,0,2.26
3.38,15,6,0.421,0,9.11
18.55,8,5,0.914,1,84.71
2.03,19,4,0.93,0,10.3
4.52,4,1,0.383,1,10.87
0.5,10,0,0.61,1,2.95
4.66,1,2,0.393,0,13.53
0.5,21,3,0.135,0,1.0
16.0,15,4,0.401,0,38.55
6.29,3,4,0.232,0,13.37
7.76,4,4,0.109,0,16.26
6.09,6,4,0.443,1,14.8
4.45,5,0,0.453,0,11.68
2.99,23,2,0.278,0,9.74
9.77,21,1,0.496,0,28.44
15.71,9,3,0.666,0,50.58
3.46,13,6,0.39,1,7.23
13.41,7,4,1.0,1,68.41
4.38,13,5,0.12,0,9.18
3.87,13,4,0.242,0,9.7
3.03,19,2,0.66,0,10.55
1.17,22,2,0.195,0,2.56
0.5,2,0,0.167,0,4.69
1.38,0,0,0.268,0,2.63
3.56,8,5,0.853,0,12.65
2.39,8,5,0.801,0,9.44
2.98,21,0,0.482,0,8.34
19.72,1,3,0.423,0,53.38
2.16,15,5,0.186,0,4.18
3.01,7,0,0.866,0,11.91
0.72,5,4,0.4,0,3.83
0.5,22,0,0.162,0,2.54
7.47,12,6,0.332,0,18.29
4.23,0,3,0.637,1,14.21
7.15,18,0,0.772,1,27.29
0.81,14,0,0.208,0,1.76
4.24,0,4,0.25,0,8.01
1.46,9,5,0.965,1,3.44
1.29,0,4,0.37,1,4.36
0.5,11,6,0.377,0,1.0
0.7,10,6,0.441,1,3.99
1.85,16,4,0.268,0,2.34
0.62,3,0,0.273,0,2.13
21.29,22,4,0.404,0,54.44
1.85,6,2,0.647,1,6.31
0.7,11,1,0.335,0,1.0
1.11,12,1,0.401,0,1.0
4.43,4,4,0.249,0,11.48
0.5,5,5,0.444,0,1.99
9.92,1,3,0.268,0,24.38
16.29,20,6,0.474,0,47.43
1.42,6,4,0.397,0,4.89
2.99,13,5,0.383,0,7.18
0.5,21,4,0.216,0,4.2
5.12,13,0,0.418,0,14.56
2.67,9,6,0.627,0,7.07
1.57,3,6,0.315,0,3.45
1.16,2,5,0.394,0,2.07
5.31,22,6,0.453,0,17.41
2.69,13,3,0.328,0,8.13
0.99,5,4,0.203,0,2.66
5.84,22,2,0.59,1,17.49
4.16,14,5,0.407,0,14.0
9.78,7,1,0.933,0,46.3
0.62,4,5,0.449,0,1.04
7.7,2,2,0.484,0,21.85
5.6,2,6,0.315,0,14.62
0.61,12,2,0.115,0,1.0
5.93,1,6,0.616,1,17.69
2.91,23,2,0.149,0,9.43
14.5,0,3,0.353,0,36.72
0.76,11,3,0.26,0,1.33
5.15,7,5,1.0,1,26.97
2.41,18,3,0.717,0,6.86
15.71,8,1,1.0,1,78.58
