distance_km,driver_rating,acceptance_rate,avg_response_time_sec,completed_trips,eta_minutes,price_estimate,match_score
0.41,3.69,0.516,59.2,239,5.44,4340,0.613
5.42,4.7,0.766,76.3,1638,14.01,67022,0.7151
0.64,3.22,0.918,44.6,31,1.0,9417,0.5278
1.29,4.83,0.76,114.2,180,6.03,18422,0.6797
2.98,3.92,0.503,71.2,628,9.15,36751,0.6066
0.65,4.23,0.815,50.6,1564,2.52,6301,0.8014
1.58,4.86,0.874,37.9,731,2.82,13086,0.7945
0.31,3.56,0.847,47.8,280,1.0,2784,0.6462
0.42,4.91,0.904,79.7,450,2.69,4839,0.7948
4.61,4.78,0.616,22.9,1006,10.48,42685,0.8639
3.63,4.61,0.538,5.8,178,6.23,38978,0.723
2.47,3.01,0.992,113.5,1523,5.98,21534,0.5439
5.01,4.36,0.718,14.6,1322,9.25,71129,0.7741
7.0,4.61,0.631,35.5,732,17.27,71420,0.738
3.32,3.79,0.531,106.8,1048,3.74,38770,0.5648
8.0,4.99,0.706,88.6,1355,18.74,110843,0.7293
0.32,3.4,0.73,89.3,1751,1.84,2949,0.613
1.19,4.64,0.708,79.2,1745,4.54,16288,0.8051
2.89,4.14,0.59,26.9,51,4.42,39269,0.6503
0.92,3.91,0.541,83.1,1336,2.77,12479,0.6695
3.1,4.55,0.869,39.5,1014,5.5,32611,0.7904
7.7,3.4,0.746,56.1,1840,19.07,63460,0.4337
0.89,3.39,0.875,75.2,1769,1.18,11635,0.6704
3.06,3.88,0.724,42.2,323,5.75,45568,0.6139
5.59,4.36,0.659,7.7,1664,10.52,72675,0.6973
2.28,4.38,0.994,85.1,1870,3.31,25311,0.7502
9.39,3.17,0.645,8.5,1460,18.25,98110,0.4252
0.84,3.76,0.853,26.8,394,1.0,7933,0.5648
1.29,3.04,0.879,100.0,1141,4.48,16009,0.5321
0.2,4.25,0.791,32.6,180,1.0,2586,0.7458
0.59,3.77,0.741,105.3,214,3.78,6975,0.5929
0.54,4.25,0.959,99.3,538,1.0,6812,0.753
3.93,3.27,0.657,97.7,71,9.82,42107,0.4659
2.66,4.34,0.75,78.3,215,11.77,27066,0.5627
7.8,3.98,0.889,75.0,1751,20.36,108279,0.6536
0.2,4.68,0.536,50.4,218,1.0,2660,0.7047
3.19,4.54,0.627,29.7,1979,6.65,42494,0.8017
0.22,4.92,0.767,20.4,1319,3.87,1857,0.9857
1.79,3.62,0.986,63.6,65,3.9,15808,0.5674
2.43,4.72,0.542,89.2,419,7.65,27649,0.698
2.56,4.62,0.963,14.4,53,5.76,21278,0.8292
0.85,3.16,0.819,72.2,1108,1.0,11701,0.5669
2.6,4.29,0.59,54.7,860,8.55,35605,0.6959
3.12,3.3,0.768,41.5,421,8.12,39541,0.5032
9.33,4.36,0.524,81.2,861,23.73,80643,0.6424
4.47,4.85,0.926,78.2,1322,12.02,39297,0.7143
2.79,3.34,0.554,93.0,1906,8.48,31943,0.4225
0.2,3.39,0.987,42.1,750,1.0,2265,0.6312
7.16,4.03,0.552,23.5,470,18.4,68696,0.5206
0.53,3.39,0.726,112.8,1871,1.0,6343,0.6176
0.66,4.26,0.959,119.1,1522,1.0,6125,0.6387
3.66,3.56,0.9,46.5,1467,11.42,48726,0.604
3.43,4.53,0.712,28.7,746,4.62,35703,0.838
4.84,4.46,0.553,35.8,94,11.29,52687,0.7161
2.34,4.19,0.545,103.7,516,3.03,28739,0.6732
2.34,3.97,0.89,117.8,32,3.31,22782,0.5222
1.15,4.58,0.643,75.2,909,5.79,10206,0.7242
5.0,3.08,0.554,65.5,291,12.98,56112,0.3525
2.51,4.08,0.876,108.7,604,3.62,30691,0.5952
3.62,4.98,0.931,70.8,1205,10.28,52166,0.8867
1.12,4.33,0.922,87.8,674,4.67,15497,0.6737
1.45,3.14,0.984,14.6,1806,1.58,18108,0.6468
0.2,4.07,0.618,43.3,817,1.0,1804,0.6982
0.21,3.48,0.818,62.9,549,2.78,2612,0.6934
0.33,4.61,0.773,15.5,1100,1.9,3364,0.8978
0.92,3.82,0.543,7.6,645,3.97,9785,0.6818
1.35,4.66,0.562,62.1,344,1.0,11560,0.7063
1.0,3.24,0.6,88.6,1953,3.88,8702,0.534
5.84,3.51,0.888,119.2,1372,13.64,66002,0.444
0.89,4.57,0.882,74.3,1426,1.0,11284,0.8277
0.91,3.44,0.712,5.2,1617,1.09,10039,0.7364
8.58,4.0,0.752,45.6,833,20.77,122250,0.5951
1.13,4.52,0.728,34.2,868,1.52,10581,0.7705
0.3,3.27,0.615,76.8,673,1.0,4378,0.4852
0.67,3.32,0.764,14.4,312,1.0,5824,0.6369
1.62,3.93,0.528,64.7,893,1.33,18195,0.6863
2.5,4.12,0.807,77.4,507,9.35,31921,0.7341
7.88,3.39,0.937,112.3,1040,17.01,90631,0.5063
0.96,4.55,0.783,48.1,406,3.72,10412,0.7119
4.82,4.26,0.925,32.2,394,12.81,61920,0.5854
1.54,4.31,0.559,119.0,703,3.52,17399,0.595
1.3,3.99,0.797,47.7,135,1.11,12585,0.6458
0.2,4.68,0.549,18.4,93,1.48,2454,0.7226
0.2,3.25,0.919,83.7,443,1.0,2057,0.5521
0.76,3.9,0.605,78.9,489,2.1,8782,0.6511
3.08,3.4,0.584,112.8,1741,6.28,26913,0.5023
0.58,4.66,0.612,112.2,782,1.16,5323,0.7785
5.17,4.72,0.946,39.4,1764,13.24,61341,0.7204
8.32,3.28,0.655,68.0,901,21.3,70822,0.3646
5.99,3.7,0.876,30.3,1302,14.66,57723,0.5933
1.79,3.7,0.789,54.1,1502,5.62,15629,0.6712
2.77,3.64,0.99,8.9,1151,8.66,36887,0.7404
0.29,4.07,0.783,69.1,1326,2.51,3468,0.721
6.19,4.0,0.581,81.2,38,16.01,90709,0.4616
3.94,4.86,0.778,114.0,738,8.9,44799,0.7566
3.64,3.55,0.888,77.7,327,7.47,52711,0.5629
2.37,4.88,0.838,89.1,786,8.03,30023,0.7579
2.07,3.66,0.704,38.4,52,3.93,17358,0.6303
1.72,3.83,0.979,89.2,1243,4.52,15757,0.7215
0.87,3.76,0.568,38.9,1346,3.58,12282,0.7238
1.31,4.37,0.996,29.8,1065,4.19,19342,0.794
5.37,3.68,0.812,23.9,467,12.36,73387,0.5751
3.85,4.04,0.901,15.0,1507,6.35,54691,0.7596
2.44,3.15,0.77,58.4,556,6.51,22767,0.488
2.85,4.5,0.848,34.2,1171,5.93,36218,0.8055
1.26,3.8,0.907,90.6,495,1.49,10222,0.647
1.56,4.38,0.532,35.3,1721,4.74,18136,0.726
4.98,4.52,0.943,46.7,861,8.8,47588,0.7871
6.27,4.31,0.804,18.1,771,12.95,74717,0.6641
0.2,4.61,0.755,100.4,777,1.97,2584,0.7523
1.89,4.82,0.889,54.7,730,2.67,18781,0.8441
0.23,3.66,1.0,66.7,1808,1.0,2270,0.8051
1.72,3.73,0.583,42.1,1303,6.1,20353,0.6635
0.56,4.01,0.972,85.3,1879,1.0,6772,0.7469
4.27,4.49,0.675,103.4,1813,10.9,42412,0.5772
3.0,4.68,0.944,107.1,1652,11.43,39540,0.747
6.13,3.94,0.857,31.7,974,17.17,61378,0.6554
3.96,4.63,0.65,103.5,200,9.21,35793,0.5756
10.79,4.44,0.661,112.9,498,26.81,117527,0.4598
1.09,3.43,0.681,27.0,739,5.16,13524,0.636
0.86,4.65,0.683,27.6,1580,1.0,9570,0.8619
15.0,4.32,0.811,40.9,250,38.91,183470,0.5668
8.23,4.64,0.774,11.5,1648,18.23,66139,0.7793
2.61,3.15,0.646,49.8,1679,5.28,38120,0.6208
1.58,3.58,0.629,29.1,1150,1.66,22106,0.6654
1.3,4.75,0.923,16.5,905,3.86,12503,0.9392
0.89,3.83,0.522,42.7,1856,1.0,7265,0.6138
3.34,4.95,0.99,28.5,365,8.63,30658,0.8452
2.19,4.27,0.563,48.4,1927,3.37,29551,0.786
0.2,3.52,0.808,60.0,885,1.0,1660,0.6728
2.78,3.17,0.864,7.4,838,8.46,28096,0.6402
0.5,4.58,0.612,83.3,622,1.0,6624,0.68
3.43,4.21,0.503,113.7,1227,8.91,46110,0.6119
2.21,3.07,0.592,56.8,964,2.78,18714,0.5502
2.0,3.37,0.641,38.0,990,6.4,20096,0.672
0.26,3.35,0.669,111.5,1756,4.83,2679,0.4573
0.86,4.91,0.819,69.0,26,1.16,10272,0.8048
0.2,4.84,0.973,82.7,636,1.0,2094,0.7808
5.07,3.14,0.779,47.1,870,14.56,41470,0.5228
1.04,4.5,0.507,63.0,1196,2.15,8683,0.743
2.82,4.28,0.981,12.7,1448,6.33,24968,0.8049
0.56,3.93,0.512,115.6,1497,1.14,6292,0.6422
2.81,4.58,0.81,113.0,1295,5.6,22767,0.656
10.14,3.88,0.956,9.0,494,25.74,99951,0.614
0.89,4.81,0.79,13.3,919,3.87,11965,0.9508
0.21,3.08,0.69,27.0,734,3.05,3204,0.6122
2.83,4.61,0.811,90.4,1579,3.87,33735,0.8493
0.69,3.22,0.88,47.2,1938,1.0,6593,0.6752
2.23,4.81,0.709,73.5,1284,5.31,27530,0.7932
2.07,3.8,0.804,56.4,1864,5.32,23420,0.693
0.32,4.06,0.849,91.9,1178,1.0,3602,0.7668
3.08,3.28,0.645,54.3,164,5.9,38861,0.5037
9.68,4.09,0.624,42.9,113,22.56,98901,0.4046
2.76,4.73,0.991,77.4,1512,9.64,22847,0.7978
1.19,4.09,0.768,27.5,880,3.15,11178,0.6938
10.08,3.79,0.62,48.1,1829,23.65,95496,0.4931
3.75,3.75,0.809,28.9,773,7.46,54794,0.612
0.79,3.49,0.807,52.6,1951,1.72,6426,0.7001
3.22,4.59,0.97,105.2,688,7.44,47548,0.694
0.26,3.76,0.978,93.6,316,1.52,3334,0.5509
2.33,3.83,0.789,73.9,1201,3.57,30759,0.7051
2.12,4.21,0.546,46.8,881,4.77,18017,0.7453
1.47,4.64,0.792,10.0,1749,1.0,12271,0.7894
14.21,4.58,0.671,19.8,1121,35.56,129651,0.5075
3.18,3.74,0.827,48.5,498,7.02,39658,0.5433
1.66,4.45,0.715,10.6,701,8.13,22822,0.7799
3.95,4.8,0.75,18.6,1504,9.74,54163,0.9057
0.81,4.98,0.919,87.2,1837,1.77,7493,0.8097
0.2,4.16,0.891,116.3,1885,1.0,1999,0.669
4.11,3.95,0.708,61.9,1431,9.68,55373,0.6224
4.8,3.32,0.535,24.8,1087,10.62,66766,0.5794
0.91,4.95,0.56,112.3,460,3.43,12587,0.7126
5.08,3.41,0.955,6.9,1466,12.48,58089,0.5443
2.12,3.11,0.662,75.7,688,2.07,24840,0.5014
9.33,4.48,0.92,82.3,1771,21.27,138841,0.5607
1.05,4.55,0.944,110.3,283,4.95,11340,0.7388
2.26,4.89,0.584,118.3,1965,4.0,28506,0.7444
2.68,4.9,0.714,43.8,445,6.81,27608,0.8373
0.2,4.57,0.72,7.6,1957,1.0,2081,0.8524
0.85,4.01,0.804,29.4,1048,3.92,12265,0.8042
2.27,3.72,0.719,62.3,1283,4.28,33562,0.7177
2.11,3.02,0.835,90.0,313,7.16,20152,0.3841
2.71,3.83,0.985,111.0,18,7.68,33666,0.5049
0.39,4.35,0.663,58.6,1913,1.0,3802,0.7247
0.57,4.64,0.849,115.1,1799,1.0,6203,0.7076
0.61,3.87,0.912,70.3,538,3.68,7773,0.5833
0.63,4.8,0.559,97.5,1636,1.67,9106,0.7728
3.04,3.23,0.808,58.3,1036,6.27,25663,0.5516
0.95,3.39,0.649,10.5,271,1.23,13036,0.6131
5.38,3.14,0.691,41.9,1855,11.82,70305,0.5273
1.6,4.48,0.577,27.0,1221,5.95,22449,0.6904
3.32,3.23,0.954,41.5,552,6.87,48455,0.5977
1.46,4.43,0.868,38.8,801,3.66,12406,0.6812
8.88,4.61,0.688,52.3,1824,21.96,126040,0.6332
0.87,4.99,0.566,99.7,1350,1.89,8419,0.7889
5.61,4.86,0.667,99.3,1267,15.4,66257,0.6451
1.34,4.33,0.767,63.4,1099,1.0,13909,0.7739
5.41,3.11,0.903,35.2,1362,12.15,55452,0.598
0.38,3.18,0.729,59.7,497,1.0,4381,0.5571
0.67,4.13,0.568,86.2,1951,1.0,9426,0.7629
1.53,4.14,0.84,103.4,233,4.06,16403,0.6042
0.22,3.51,0.576,44.2,1751,1.06,2873,0.6854
1.14,3.22,0.936,88.2,1050,1.46,15417,0.615
3.58,3.19,0.98,52.2,387,5.91,51766,0.4702
5.78,3.78,0.899,32.9,752,15.93,69354,0.6333
3.71,4.21,0.94,44.8,1425,5.7,30668,0.7709
2.24,3.07,0.662,6.0,1178,2.95,21105,0.577
0.3,4.12,0.582,60.0,1103,1.0,2997,0.7788
1.28,4.06,0.537,24.2,20,1.45,18173,0.6089
1.36,4.81,0.724,22.8,778,3.78,19408,0.8644
1.22,3.06,0.941,62.2,659,1.82,17932,0.6005
3.99,3.88,0.825,24.8,355,7.74,46843,0.6083
0.26,3.97,0.611,111.6,424,1.04,3439,0.548
0.88,4.61,0.677,37.2,1601,1.0,9798,0.8264
6.86,3.23,0.775,22.2,130,15.65,55305,0.4148
1.33,3.09,0.693,117.3,1772,2.7,17855,0.5988
4.33,4.79,0.959,28.6,1981,10.0,64493,0.8095
1.79,4.42,0.973,99.3,1130,5.84,22196,0.7692
2.15,3.22,0.514,34.9,210,5.18,20408,0.4811
8.49,3.75,0.884,21.0,1176,16.99,111779,0.5424
0.71,3.2,0.975,80.6,1293,2.57,6942,0.5891
5.27,4.35,0.773,60.2,1358,12.68,67567,0.6282
0.54,4.9,0.529,61.6,1249,1.95,6404,0.8263
2.3,4.9,0.535,98.0,1847,6.12,28833,0.7025
2.74,3.31,0.605,69.8,521,4.7,29750,0.4969
2.44,3.89,0.848,56.3,1717,6.98,27161,0.7751
1.37,3.31,0.594,11.2,1392,3.92,19184,0.6422
4.58,4.58,0.767,32.8,851,9.57,37152,0.7582
3.87,3.61,0.748,21.8,4,10.24,35423,0.5224
1.92,4.34,0.705,8.4,844,4.18,21539,0.8341
5.83,4.19,0.839,55.0,1423,16.01,86647,0.6036
0.94,4.55,0.68,116.9,66,4.34,8185,0.6517
2.07,3.21,0.886,76.2,328,7.97,18437,0.497
0.64,4.5,0.67,96.3,914,4.85,5394,0.7252
4.89,4.11,0.674,73.4,771,12.25,70468,0.5577
0.79,4.99,0.662,55.1,560,1.08,9314,0.8946
1.03,4.13,0.827,21.4,1756,2.74,8695,0.8671
1.88,3.84,0.598,34.2,113,4.44,21876,0.5382
0.81,4.48,0.826,59.1,224,6.31,7057,0.7561
1.95,3.87,0.548,91.1,447,6.14,19718,0.5437
4.33,3.96,0.796,96.8,38,11.64,48584,0.5145
2.18,4.9,0.765,77.3,879,7.72,19457,0.8088
0.2,4.27,0.949,80.8,862,1.4,2410,0.8015
0.2,3.37,0.783,10.0,1281,1.0,2720,0.7096
4.65,3.56,0.506,64.1,107,6.61,50504,0.397
6.3,3.4,0.733,111.8,156,12.62,78770,0.3103
5.3,4.84,0.561,95.0,930,11.34,63960,0.6872
8.2,3.84,0.646,107.4,458,19.43,91113,0.4013
2.38,4.54,0.601,27.4,131,4.12,20541,0.6688
0.2,4.7,1.0,102.7,526,6.37,2913,0.7272
6.6,4.03,0.879,46.7,1933,18.93,59696,0.5971
0.51,4.08,0.543,72.8,1973,2.11,5588,0.7498
1.58,3.9,0.879,93.5,1102,2.73,13110,0.7209
5.64,3.5,0.719,50.7,720,15.53,64135,0.5866
0.65,3.51,0.912,25.6,1693,3.56,7731,0.7714
3.28,4.69,0.594,119.8,890,12.57,33541,0.7418
11.69,3.83,0.893,12.1,682,26.98,129176,0.5073
1.16,4.38,0.589,97.8,246,2.0,12247,0.6629
0.94,4.72,0.869,114.2,1152,1.0,12645,0.8025
2.17,3.27,0.887,88.7,1070,5.84,24125,0.6139
4.17,4.85,0.694,65.9,1574,12.68,59071,0.7168
1.26,4.65,0.636,46.8,1520,5.89,16564,0.7524
2.53,3.77,0.766,15.7,1948,3.81,37336,0.6366
0.4,4.28,0.707,95.2,116,1.0,4360,0.6768
3.43,3.88,0.879,90.2,1986,4.91,35802,0.5782
0.44,4.27,0.966,25.4,932,1.0,5241,0.7887
1.41,4.65,0.684,54.9,982,8.45,17077,0.7649
3.91,3.91,0.541,47.9,1516,7.96,37773,0.6198
0.37,3.45,0.812,62.2,1254,1.0,3675,0.6733
2.68,4.24,0.971,43.4,1612,10.16,37676,0.7889
4.74,4.77,0.529,62.1,1009,10.96,45645,0.7193
14.64,4.26,0.686,9.3,29,36.87,210518,0.4249
10.98,4.99,0.694,62.0,1901,24.38,161763,0.6234
0.69,4.17,0.525,69.0,701,1.0,8890,0.6386
5.18,4.53,0.816,5.8,1525,12.88,69860,0.7277
0.2,3.61,0.624,60.2,740,3.39,2690,0.5834
14.39,3.07,0.836,67.0,1044,37.43,200860,0.4176
3.77,3.18,0.687,93.8,326,8.86,46477,0.4615
1.55,3.57,0.707,114.1,1814,2.46,22816,0.5287
6.01,4.93,0.916,39.9,239,12.48,67418,0.814
3.85,4.67,0.698,87.1,282,13.41,39880,0.5951
3.8,3.21,0.91,30.9,921,10.97,39659,0.5825
4.85,3.22,0.894,20.2,1791,13.66,55101,0.6333
0.23,4.82,0.594,60.4,1555,1.95,3415,0.8189
0.85,3.27,0.976,9.8,579,1.0,8589,0.6041
0.92,4.43,0.628,118.2,464,4.1,12257,0.6315
0.93,4.54,0.774,85.5,624,4.1,10008,0.6564
0.78,3.88,0.521,31.8,122,1.0,8935,0.6468
2.36,4.02,0.875,82.1,852,3.09,21262,0.7005
4.08,3.34,0.72,40.6,917,11.43,59347,0.5872
3.74,4.43,0.652,22.4,1577,10.22,55778,0.7307
7.48,3.36,0.817,116.0,1260,16.03,70055,0.4391
3.84,3.82,0.923,78.6,1617,9.6,31057,0.5811
3.41,3.92,0.528,70.5,220,8.51,42043,0.4121
1.28,4.54,0.666,77.1,291,1.0,18228,0.6775
6.18,4.71,0.668,43.0,477,18.08,71884,0.6556
1.5,4.45,0.959,70.5,252,1.0,20019,0.8034
1.05,3.28,0.806,97.0,860,2.22,9113,0.5126
2.83,3.65,0.9,115.8,1080,5.57,35937,0.5266
8.0,4.55,0.825,99.7,1850,16.98,70426,0.571
2.93,3.2,0.873,61.2,1448,6.74,29562,0.6362
0.2,3.83,0.898,51.5,1502,2.45,2412,0.6503
2.25,4.64,0.81,89.5,1540,3.94,20362,0.8359
1.07,3.7,0.67,43.9,431,3.11,15079,0.5805
1.23,3.15,0.748,29.5,474,3.43,17936,0.4737
1.58,3.56,0.892,60.3,85,3.12,16584,0.6237
10.94,4.71,0.584,95.9,1897,24.16,131386,0.5044
0.52,3.17,0.703,25.4,302,1.0,6160,0.5229
0.2,3.98,0.527,59.9,592,1.0,2011,0.6815
1.81,3.13,0.764,12.0,430,4.31,23159,0.56
3.04,3.73,0.741,113.7,1427,8.69,29824,0.5787
0.8,4.28,0.894,94.8,60,1.0,11456,0.5328
4.57,4.96,0.837,60.6,837,10.84,55492,0.7966
0.57,4.45,0.73,87.2,1297,1.0,6775,0.7853
2.06,4.96,0.764,9.5,623,8.12,27287,0.8128
1.69,3.91,0.565,45.7,716,5.59,16365,0.716
2.5,4.28,0.903,6.7,1645,5.71,33489,0.7682
5.56,4.09,0.531,39.8,1827,13.58,72874,0.6483
3.6,3.58,0.656,106.3,436,14.14,33232,0.4762
3.6,4.35,0.946,62.5,177,10.79,43466,0.68
2.7,4.83,0.941,52.3,1901,7.49,21936,0.7695
8.72,4.45,0.626,21.4,94,17.94,94057,0.5351
2.52,4.05,0.983,65.5,1509,5.06,32032,0.6516
6.66,4.8,0.979,81.6,282,15.81,92950,0.6715
3.3,4.75,0.977,104.2,665,5.14,48253,0.6686
0.89,4.53,0.508,39.1,1944,3.46,12300,0.8356
3.05,4.34,0.724,50.5,1079,11.01,40081,0.7474
5.88,4.75,0.648,74.6,580,10.73,82656,0.7307
3.14,3.84,0.517,92.0,544,7.84,39105,0.5835
1.46,3.14,0.66,112.6,78,6.06,14776,0.3441
10.47,3.43,0.926,113.1,1888,21.99,103189,0.4147
2.58,4.67,0.653,37.8,1527,8.94,22445,0.7623
3.01,3.62,0.721,42.4,237,7.98,28583,0.4188
6.78,4.65,0.829,114.9,1163,13.36,101248,0.7123
8.7,4.02,0.506,50.4,1214,20.99,89168,0.556
0.41,3.92,0.713,59.8,1271,3.13,5270,0.708
1.71,3.12,0.974,11.8,724,5.9,18802,0.6319
1.66,3.97,0.559,85.2,1980,5.82,17887,0.6551
0.22,3.3,0.914,99.9,257,3.72,3171,0.5206
0.41,4.74,0.812,118.9,1430,1.8,3824,0.7114
2.41,3.6,0.996,93.7,628,3.56,25572,0.5458
3.12,3.58,0.533,10.1,1178,8.18,36246,0.5809
1.61,3.77,0.956,90.2,1932,3.17,17164,0.6808
13.44,3.29,0.843,9.0,51,31.74,134606,0.2926
1.1,3.41,0.661,83.0,1639,2.94,10521,0.5836
4.63,4.27,0.77,42.3,669,10.24,47311,0.741
1.51,4.93,0.729,24.9,1223,5.04,21986,0.8531
3.11,4.74,0.895,42.7,979,6.39,26020,0.8022
7.7,3.59,0.653,68.8,900,18.98,109639,0.4168
2.12,4.63,0.611,69.8,912,4.75,20879,0.8065
5.13,3.86,0.986,108.6,1622,10.54,49739,0.5197
3.67,4.68,0.644,41.9,1638,7.76,35368,0.7278
1.84,4.56,0.945,41.0,690,3.52,26092,0.7922
6.61,4.98,0.862,66.7,1040,17.42,96518,0.8096
0.99,3.73,0.61,119.5,1047,1.0,13949,0.5875
0.2,3.98,0.526,24.9,273,1.0,2063,0.6923
3.46,4.89,0.803,105.8,344,4.15,46093,0.7763
4.32,4.6,0.974,62.4,1546,9.86,39039,0.7821
2.03,4.8,0.837,103.0,48,1.6,29574,0.658
2.31,4.25,0.505,96.9,1304,5.25,24411,0.5987
1.56,3.34,0.563,84.9,341,6.39,13195,0.5356
5.42,3.83,0.731,6.1,268,13.63,55617,0.5263
1.08,3.09,0.917,63.6,1222,1.0,12537,0.5785
1.96,3.87,0.808,64.8,869,6.35,26603,0.6307
2.6,3.08,0.979,68.0,515,6.85,21220,0.4817
2.12,4.9,0.931,99.2,1402,4.42,17391,0.7645
7.68,3.49,0.717,24.9,1682,20.63,69387,0.4852
4.91,4.12,0.528,116.3,1183,9.52,52312,0.6118
5.31,3.01,0.714,69.0,157,13.34,75571,0.5001
1.21,3.77,0.681,47.8,944,3.71,17217,0.7737
2.11,4.92,0.584,65.0,1682,6.66,16987,0.802
1.3,4.72,0.98,114.1,562,3.97,18626,0.7322
8.99,4.33,0.701,24.3,714,19.9,105174,0.6231
4.9,4.58,0.98,65.9,880,13.04,42409,0.7022
3.14,4.16,0.622,32.2,552,4.85,37702,0.5721
0.2,3.1,0.888,26.1,1762,1.0,2405,0.6784
0.88,4.25,0.646,97.0,480,2.57,13138,0.7001
0.77,3.84,0.939,25.4,1695,1.31,7019,0.7748
0.2,4.5,0.615,112.2,23,1.0,2751,0.6043
0.89,3.51,0.685,33.7,623,1.66,9756,0.6166
8.65,3.76,0.617,45.2,1714,19.28,85016,0.507
0.8,3.04,0.826,66.7,1955,1.0,9863,0.6091
6.69,4.74,0.654,47.5,80,13.23,82375,0.6239
1.62,3.93,0.769,11.1,597,3.04,13127,0.7896
1.21,4.01,0.527,113.9,1365,1.0,10085,0.614
3.27,4.43,0.591,114.9,404,9.13,47134,0.6206
6.98,3.79,0.836,56.7,1397,20.11,93225,0.5362
3.35,3.95,0.748,50.3,1571,7.4,40085,0.6908
5.5,3.02,0.719,84.0,881,16.15,73079,0.465
0.4,4.14,0.746,16.1,317,1.0,3427,0.7087
4.73,4.98,0.579,105.3,1570,10.66,59037,0.6055
0.55,3.01,0.733,17.3,1946,1.0,5980,0.6717
5.88,3.94,0.508,49.4,470,9.94,66547,0.5515
8.2,4.97,0.956,58.1,794,18.67,112573,0.6535
0.68,3.99,0.803,35.3,587,2.54,9552,0.6487
0.47,4.18,0.909,41.7,1492,1.0,6124,0.741
2.26,3.73,0.746,85.3,1513,9.94,21098,0.6196
1.74,4.37,0.88,22.4,384,3.61,18246,0.816
4.66,4.27,0.876,15.6,920,12.2,69049,0.8541
1.83,3.39,0.637,13.3,713,2.79,20829,0.6471
1.54,4.43,0.991,102.0,1594,6.08,19275,0.8296
6.06,4.67,0.982,24.3,1335,13.47,79712,0.8131
1.43,4.76,0.661,69.9,1500,6.15,14536,0.7917
4.84,3.19,0.91,79.4,1571,12.18,49348,0.5826
4.78,4.64,0.641,16.7,1524,9.12,50852,0.6914
2.17,4.78,0.528,73.0,1455,3.45,19292,0.8929
1.54,4.57,0.71,76.3,1330,5.91,20890,0.776
1.13,4.18,0.982,33.5,1688,2.25,14441,0.8341
2.49,3.33,0.959,119.7,1899,5.03,32047,0.4651
3.78,4.8,0.99,116.0,543,11.2,44347,0.8018
1.46,3.84,0.581,108.2,114,1.6,16634,0.4387
9.41,3.24,0.595,14.4,1580,25.13,123837,0.4714
2.99,4.92,0.634,61.0,1666,7.08,34569,0.7631
0.38,4.65,0.583,32.6,188,1.1,4193,0.7856
6.08,4.99,0.566,64.2,908,14.71,50061,0.7788
3.24,3.22,0.855,44.0,1264,5.59,41123,0.6255
1.51,4.4,0.688,110.3,1939,7.38,15430,0.6586
5.87,4.99,0.654,73.7,1533,9.67,59933,0.6921
2.5,4.07,0.625,91.4,437,3.85,34929,0.5991
0.81,4.52,0.533,109.1,932,2.92,11808,0.7175
0.71,4.5,0.685,59.8,592,1.58,6948,0.7473
4.81,3.07,0.534,49.7,1765,5.94,56962,0.4697
2.68,4.77,0.637,52.0,543,9.84,37086,0.6969
7.13,4.57,0.651,48.2,689,16.72,78418,0.6618
0.46,3.58,0.842,104.4,964,1.35,5377,0.5824
0.53,4.0,0.863,93.4,201,1.0,6334,0.5354
4.22,4.38,0.744,36.7,1195,8.84,40476,0.6445
1.83,3.86,0.984,21.5,1667,2.96,19725,0.8144
0.3,3.73,0.603,9.2,138,2.22,2474,0.6178
2.17,3.34,0.629,48.7,523,3.81,28410,0.5672
15.0,4.87,0.878,86.8,299,33.99,216534,0.4785
0.81,4.71,0.843,106.0,253,6.13,7394,0.7658
1.06,4.15,0.864,50.4,1091,3.86,15465,0.8216
0.55,4.7,0.972,21.1,1799,2.06,5166,0.8776
1.96,4.63,0.88,38.3,1328,6.01,24953,0.7933
4.43,3.27,0.966,52.5,1521,7.34,54657,0.5894
5.76,4.15,0.738,34.0,664,13.64,53579,0.5498
0.2,4.97,0.995,27.0,1819,1.96,1618,0.9702
0.98,4.55,0.779,8.3,670,4.03,11369,0.7633
3.1,3.24,0.784,38.0,918,7.21,28977,0.6085
2.61,4.3,0.826,64.0,300,6.42,36506,0.6674
0.79,3.9,0.989,90.4,431,2.64,11036,0.6964
1.6,4.57,0.648,31.2,380,2.1,13984,0.7344
1.02,3.47,0.882,95.9,213,1.0,8827,0.5469
0.33,4.66,0.943,47.9,642,1.0,2873,0.8647
1.24,4.84,0.721,89.7,459,4.46,18309,0.7631
5.31,4.15,0.65,115.8,689,11.99,43918,0.4656
1.13,3.65,0.99,74.7,418,2.35,13875,0.5464
5.25,4.52,0.953,62.7,880,11.18,55407,0.7748
5.95,4.93,0.788,86.7,1598,11.62,81921,0.7173
0.24,4.15,0.626,52.0,93,2.42,3405,0.6618
0.2,4.57,0.826,102.3,1942,1.13,2171,0.752
1.28,3.77,0.883,5.2,6,1.0,17927,0.7366
4.91,4.09,0.709,37.4,857,13.54,50257,0.6907
0.31,3.1,0.927,118.8,1769,1.0,2489,0.6275
0.31,3.19,0.807,10.4,1605,1.0,3705,0.6728
3.87,4.94,0.738,81.9,1624,6.55,36061,0.7399
1.78,4.94,0.721,118.6,56,5.11,15222,0.6789
1.62,4.9,0.599,120.0,1861,2.81,19765,0.7331
