demand_index,supply_ratio,hour_of_day,is_holiday,is_event,surge_multiplier
1.056,0.226,2,0,0,1.566
3.829,0.801,3,1,0,1.692
2.07,0.85,20,0,0,1.453
4.886,0.913,3,0,0,1.491
4.671,0.173,18,0,0,2.087
3.327,0.205,8,0,0,2.112
3.24,0.12,14,0,0,2.096
0.616,0.555,8,0,0,1.469
1.405,0.274,11,1,0,1.798
4.31,0.611,4,0,0,1.639
1.815,0.903,16,1,0,1.57
2.121,0.394,16,0,0,1.532
4.199,0.105,13,0,0,2.129
2.135,0.901,6,0,0,1.219
4.25,0.66,18,0,0,1.843
0.347,0.281,7,1,0,1.594
3.455,0.723,21,0,0,1.395
0.315,0.67,5,0,0,1.18
3.95,0.442,5,0,0,1.598
2.761,0.291,5,0,0,1.597
2.779,0.993,18,1,0,1.869
1.883,0.679,21,0,0,1.336
4.517,0.102,18,0,0,2.341
2.545,0.213,20,0,0,1.773
1.302,0.323,16,0,0,1.379
4.121,0.832,1,0,0,1.361
4.741,0.527,1,0,0,1.665
1.211,0.154,11,1,0,2.048
3.026,0.339,8,0,0,1.874
2.943,0.983,4,0,0,1.378
3.048,0.791,16,0,0,1.644
2.821,0.104,17,1,0,2.549
0.501,0.855,21,0,0,1.0
2.062,0.273,5,0,0,1.606
4.929,0.398,17,0,0,1.994
0.441,0.207,18,0,0,1.426
3.348,0.11,19,0,0,2.181
4.471,0.554,15,0,0,1.659
1.003,0.357,12,0,0,1.373
4.012,0.424,16,0,0,1.577
1.209,0.252,9,0,0,1.864
0.152,0.826,14,1,0,1.377
2.606,0.256,17,1,0,2.128
3.554,0.566,6,0,0,1.679
0.985,0.522,5,0,0,1.306
0.352,0.928,15,0,0,1.195
2.767,0.989,20,0,0,1.388
0.739,0.915,7,0,0,1.228
0.922,0.76,2,0,0,1.129
3.517,0.488,14,0,0,1.74
3.061,0.217,15,1,1,2.705
4.735,0.883,12,0,0,1.419
1.617,0.745,7,0,0,1.683
1.072,0.219,4,0,0,1.624
3.279,0.179,10,0,0,1.809
4.86,0.707,8,0,0,1.808
2.767,0.915,8,0,0,1.395
1.469,0.292,11,0,0,1.46
4.552,0.471,6,0,0,1.683
3.052,0.968,2,0,0,1.456
1.064,0.951,3,0,0,1.212
4.748,0.729,14,0,0,1.615
1.365,0.527,5,0,0,1.283
4.492,0.436,0,0,0,1.754
3.073,0.452,1,1,0,2.079
2.513,0.554,21,0,0,1.553
1.663,0.719,19,1,0,1.86
0.594,0.56,18,0,0,1.34
1.224,0.307,7,0,0,1.639
1.655,0.778,12,1,0,1.508
1.444,0.508,6,0,0,1.255
0.367,0.616,1,0,0,1.131
2.899,0.798,11,0,0,1.512
2.376,0.446,3,0,0,1.463
0.532,0.937,9,0,0,1.453
2.319,0.559,5,0,0,1.431
0.395,0.733,1,0,0,1.119
4.658,0.78,5,0,0,1.674
1.295,0.428,10,0,0,1.381
3.624,0.332,19,0,0,1.998
1.256,0.931,10,0,0,1.312
2.373,0.382,22,0,0,1.519
4.666,0.199,8,0,0,2.081
4.358,0.546,23,0,0,1.776
3.894,0.842,1,0,0,1.647
3.951,0.354,8,0,1,2.504
4.117,0.544,23,0,0,1.553
3.713,0.425,20,0,0,1.763
4.484,0.122,15,0,0,2.038
1.751,0.224,14,0,0,1.515
2.631,0.817,5,0,0,1.365
3.232,0.941,15,0,0,1.422
0.989,0.104,10,0,0,1.79
2.516,0.875,12,0,0,1.324
0.62,0.751,13,0,0,1.082
3.058,0.716,8,0,0,1.647
0.488,0.487,2,0,0,1.193
2.517,0.398,6,0,0,1.658
2.308,0.47,19,0,0,1.785
0.559,0.641,19,1,1,1.961
2.197,0.952,22,0,0,1.321
3.389,0.286,21,0,0,1.769
2.974,0.976,3,1,0,1.63
2.29,0.31,4,1,0,1.852
1.825,0.861,21,0,0,1.401
0.287,0.694,3,0,0,1.171
4.779,0.771,7,0,1,2.271
2.014,0.848,3,0,0,1.402
2.082,0.111,10,0,0,1.918
0.642,0.752,12,0,0,1.074
2.663,0.996,14,0,0,1.28
4.896,0.545,15,0,0,1.646
1.265,0.588,9,0,0,1.472
1.567,0.195,19,0,0,1.787
1.181,0.407,9,0,0,1.594
4.333,0.651,0,0,0,1.597
2.376,0.208,5,0,0,1.487
4.118,0.4,11,0,0,1.73
4.25,0.413,0,1,0,1.995
3.745,0.832,4,0,0,1.531
1.305,0.584,17,0,0,1.485
0.176,0.599,23,0,0,1.013
0.716,0.354,14,0,0,1.287
3.485,0.382,3,0,0,1.794
3.703,0.506,2,0,0,1.589
3.832,0.835,3,0,0,1.624
1.22,0.385,9,0,0,1.72
0.765,0.389,19,0,0,1.487
4.615,0.612,11,0,0,1.588
3.321,0.856,8,0,0,1.625
3.71,0.553,21,0,0,1.593
0.47,0.216,3,1,0,1.582
2.062,0.924,1,1,0,1.723
0.317,0.524,6,0,0,1.075
3.289,0.796,11,0,0,1.574
2.447,0.139,11,0,0,1.764
2.257,0.853,20,0,0,1.219
4.515,0.153,17,0,0,2.028
3.701,0.971,0,0,0,1.415
4.821,0.901,6,0,0,1.471
0.231,0.34,18,0,0,1.267
3.078,0.301,23,0,0,1.815
3.151,0.805,12,0,0,1.402
0.133,0.236,19,0,0,1.133
3.935,0.881,4,0,0,1.563
0.768,0.129,18,1,0,2.197
3.506,0.686,6,0,0,1.584
0.189,0.334,19,0,0,1.264
3.068,0.858,14,0,0,1.471
2.604,0.439,16,0,0,1.495
2.416,0.489,20,0,1,1.932
1.833,0.231,1,0,0,1.626
2.101,0.664,6,0,0,1.419
2.384,0.524,10,0,0,1.489
1.488,0.108,17,0,0,2.151
4.676,0.758,19,0,1,2.292
4.825,0.215,1,1,0,2.329
1.5,0.574,6,0,0,1.605
3.893,0.585,14,0,0,1.559
3.758,0.369,18,0,0,1.932
4.378,0.306,1,0,0,1.891
0.019,0.38,1,0,0,1.027
1.691,0.458,1,0,0,1.431
0.725,0.941,10,0,0,1.404
1.954,0.702,5,0,0,1.516
2.878,0.969,23,0,0,1.201
4.544,0.176,22,0,0,2.106
4.198,0.141,13,1,0,2.468
2.495,0.153,9,0,0,2.158
0.118,0.873,0,0,0,1.113
1.504,0.851,18,0,0,1.658
0.533,0.494,10,0,0,1.305
3.253,0.492,23,0,0,1.662
3.477,0.485,23,0,0,1.638
3.244,0.95,12,0,0,1.336
1.374,0.336,11,0,0,1.344
4.598,0.747,22,1,0,1.964
2.943,0.199,4,0,0,1.89
2.986,0.335,18,0,0,1.876
4.078,0.639,7,0,0,1.71
0.346,0.638,11,0,0,1.015
1.048,0.598,4,0,1,1.764
2.948,0.211,11,0,0,1.869
3.052,0.779,10,0,0,1.699
2.334,0.74,4,0,1,1.922
3.9,0.713,7,0,0,1.785
1.728,0.216,15,0,0,1.759
0.056,0.299,23,0,0,1.044
1.7,0.92,23,0,0,1.349
4.829,0.534,19,0,0,1.969
3.895,0.476,2,0,0,1.77
1.591,0.885,5,0,0,1.312
1.112,0.365,4,0,0,1.365
4.051,0.843,9,0,0,1.745
0.999,0.497,20,0,0,1.157
2.901,0.659,11,0,0,1.532
2.54,0.428,20,0,0,1.662
2.113,0.925,14,0,0,1.524
2.13,0.196,2,0,1,2.321
3.512,0.295,22,0,0,1.501
0.514,0.282,20,0,0,1.444
1.976,0.334,19,1,0,2.219
4.842,0.509,3,0,0,1.608
3.891,0.205,6,0,0,1.845
0.105,0.135,0,1,0,1.608
2.235,0.609,7,0,0,1.664
0.586,0.552,16,0,0,1.156
2.424,0.407,21,0,0,1.501
0.518,0.254,19,0,0,1.789
1.946,0.206,10,0,0,1.77
2.725,0.9,6,1,0,1.688
1.837,0.491,10,0,0,1.605
2.893,0.957,10,0,0,1.406
4.925,0.393,21,0,0,1.896
1.229,0.651,20,0,1,1.873
2.823,0.611,20,0,0,1.48
2.357,0.246,14,0,0,1.746
4.046,0.544,5,0,0,1.689
1.574,0.536,22,0,0,1.487
3.19,0.556,18,1,0,2.231
3.465,0.372,12,0,0,1.914
4.878,0.319,15,0,0,1.87
0.756,0.469,11,0,0,1.093
4.991,0.93,18,0,0,1.84
3.606,0.612,22,0,0,1.549
2.282,0.522,18,0,0,1.531
1.318,0.276,6,0,0,1.586
3.144,0.934,17,0,0,1.684
0.709,0.694,23,0,0,1.129
4.734,0.99,13,0,0,1.405
0.922,0.252,13,0,0,1.592
3.872,0.451,21,0,0,1.723
1.726,0.399,15,0,0,1.416
1.079,0.399,17,0,0,1.654
4.043,0.13,8,0,0,2.178
4.439,0.584,20,0,0,1.695
0.028,0.648,3,0,0,1.044
4.871,0.142,6,0,0,1.792
2.11,0.892,10,0,0,1.373
0.48,0.281,5,0,0,1.276
2.266,0.233,19,1,0,2.127
0.593,0.262,11,0,0,1.22
1.294,0.48,11,1,0,1.666
2.788,0.174,11,0,0,1.799
1.796,0.841,13,0,0,1.405
1.139,0.712,9,1,0,1.77
0.982,0.525,1,0,0,1.322
3.183,0.551,19,0,0,1.802
4.548,0.465,11,0,0,1.661
0.282,0.744,16,0,0,1.0
1.221,0.958,7,0,0,1.666
3.327,0.598,19,0,0,1.752
4.937,0.607,1,0,0,1.638
3.407,0.57,20,0,0,1.72
0.263,0.919,11,1,0,1.564
0.894,0.672,12,0,0,1.396
1.738,0.887,0,0,0,1.284
0.787,0.626,17,0,0,1.476
0.911,0.728,13,1,0,1.6
1.368,0.69,23,0,0,1.549
1.864,0.497,11,0,0,1.505
1.959,0.224,19,1,0,2.218
2.497,0.48,3,0,0,1.441
4.641,0.885,13,0,0,1.421
4.967,0.69,17,0,0,1.963
0.099,0.949,23,0,0,1.064
2.469,0.351,3,0,0,1.663
3.76,0.525,7,0,0,1.932
0.366,0.769,17,0,0,1.401
4.706,0.219,3,0,0,1.993
4.689,0.189,0,0,0,2.025
1.042,0.778,23,0,0,1.267
3.929,0.699,5,0,0,1.584
2.907,0.533,12,0,0,1.646
0.17,0.16,1,0,0,1.114
1.487,0.665,18,0,0,1.444
1.317,0.702,11,0,1,1.822
4.399,0.37,21,0,0,1.774
4.488,0.181,13,0,0,2.032
0.172,0.554,8,0,0,1.258
3.707,0.538,9,0,0,1.737
0.599,0.366,6,1,1,2.146
3.955,0.607,8,0,0,1.935
4.228,0.648,14,0,0,1.638
0.296,0.93,19,0,0,1.137
1.631,0.796,14,0,0,1.359
1.898,0.828,23,0,0,1.162
4.776,0.267,10,0,0,1.867
1.855,0.512,17,0,0,1.454
1.28,0.287,1,0,0,1.458
3.098,0.268,19,0,0,2.0
0.794,0.555,18,0,0,1.435
3.125,0.352,23,0,0,1.794
2.293,0.293,1,0,0,1.666
3.657,0.753,19,0,0,1.615
2.894,0.131,12,0,0,2.012
0.883,0.777,3,0,0,1.295
4.687,0.909,2,0,0,1.67
2.244,0.734,14,0,0,1.488
3.723,0.274,11,0,0,1.841
2.66,0.762,0,0,0,1.348
4.326,0.552,10,0,0,1.73
1.685,0.674,16,0,1,1.858
3.194,0.453,7,0,0,1.9
0.397,0.271,13,0,0,1.487
0.389,0.12,4,0,0,1.535
4.218,0.767,14,0,0,1.587
4.092,0.484,1,0,0,1.676
1.796,0.318,6,0,0,1.519
3.38,0.661,12,0,0,1.307
4.145,0.813,19,0,0,1.744
0.719,0.576,10,0,0,1.189
4.924,0.785,13,0,1,2.124
4.429,0.405,9,0,0,1.886
3.455,0.688,3,1,0,1.857
2.716,0.654,19,0,0,1.813
4.475,0.256,14,0,0,1.88
3.697,0.765,2,1,0,1.717
2.924,0.784,10,0,0,1.38
4.458,0.691,19,0,0,1.868
1.053,0.442,17,0,0,1.636
1.222,0.592,22,0,0,1.246
4.651,0.494,16,0,0,1.694
0.335,0.103,20,0,0,1.505
0.231,0.11,13,1,0,1.794
3.96,0.277,14,0,0,1.826
2.07,0.922,17,0,0,1.531
4.581,0.668,2,0,0,1.578
1.503,0.451,12,0,0,1.449
1.436,0.646,2,0,0,1.487
4.786,0.158,6,0,0,2.031
2.769,0.194,18,0,0,2.054
3.069,0.173,22,0,0,1.721
4.49,0.835,23,0,0,1.712
1.904,1.0,17,0,0,1.652
1.239,0.301,16,0,0,1.452
2.855,0.534,21,0,0,1.539
2.05,0.219,8,0,0,2.007
0.818,0.894,13,0,0,1.488
0.593,0.24,21,0,0,1.196
3.627,0.572,7,0,0,1.742
0.171,0.623,13,0,0,1.032
2.638,0.533,4,0,0,1.635
1.648,0.155,23,0,0,1.755
0.755,0.717,19,0,0,1.362
4.453,0.897,13,0,0,1.391
3.703,0.181,11,0,0,2.006
3.865,0.755,21,0,0,1.52
2.179,0.839,7,1,0,1.766
3.242,0.247,0,0,0,1.715
0.453,0.995,15,0,0,1.069
0.696,0.368,21,0,0,1.283
1.613,0.379,7,0,0,1.587
2.289,0.611,4,0,0,1.36
0.469,0.837,2,0,0,1.369
2.825,0.513,12,0,0,1.59
1.199,0.591,4,0,0,1.288
3.873,0.655,2,0,0,1.614
0.002,0.813,21,0,0,1.017
4.33,0.682,13,1,0,1.804
3.663,0.252,5,0,0,1.62
2.731,0.64,20,0,0,1.442
3.688,0.292,6,0,0,1.756
1.823,0.492,22,1,0,1.749
0.813,0.879,5,0,0,1.012
0.046,0.211,13,0,0,1.304
2.743,0.426,21,0,0,1.836
1.46,0.605,3,0,0,1.409
1.063,0.884,19,0,0,1.438
4.335,0.801,18,0,0,1.698
3.626,0.482,9,0,0,1.895
4.951,0.549,22,0,0,1.675
3.308,0.862,12,0,0,1.596
4.477,0.889,11,0,0,1.628
0.592,0.576,13,0,0,1.124
3.614,0.279,12,0,0,1.712
0.431,0.548,18,0,0,1.469
0.473,0.934,8,0,0,1.391
4.289,0.65,15,0,0,1.493
1.8,0.796,8,0,0,1.506
1.582,0.117,5,0,0,1.765
0.919,0.671,13,0,0,1.253
2.425,0.639,6,0,0,1.46
1.018,0.525,18,0,0,1.61
2.689,0.711,2,0,0,1.481
3.302,0.877,14,0,0,1.474
3.275,0.936,11,0,0,1.373
1.823,0.331,0,0,0,1.571
3.52,0.554,10,0,0,1.591
1.33,0.371,21,0,0,1.403
4.038,0.477,2,0,0,1.554
0.001,0.549,16,0,0,1.128
4.833,0.807,12,0,0,1.758
2.168,0.924,7,0,0,1.584
1.67,0.629,12,0,0,1.529
3.122,0.993,7,0,0,1.647
4.395,0.61,7,0,0,1.688
1.763,0.826,23,0,0,1.37
0.35,0.225,12,0,0,1.24
1.769,0.107,11,0,0,1.882
0.025,0.124,4,0,0,1.209
0.925,0.903,12,0,0,1.159
0.26,0.167,22,0,0,1.31
1.938,0.652,11,0,0,1.497
0.299,0.619,18,0,0,1.452
4.92,0.803,9,1,1,2.685
3.91,0.382,14,0,0,1.607
2.098,0.418,1,0,0,1.421
3.952,0.418,5,0,0,1.774
2.087,0.252,15,0,0,1.62
3.235,0.287,0,0,1,2.144
4.108,0.278,1,0,1,2.437
3.422,0.231,22,0,0,1.779
0.423,0.794,22,1,0,1.59
0.217,0.649,14,1,0,1.342
2.85,0.612,15,0,0,1.441
0.982,0.709,7,1,0,1.752
4.92,0.41,13,0,0,1.838
0.081,0.757,23,0,0,1.06
3.743,0.346,9,0,0,2.122
0.212,0.836,14,0,0,1.084
3.054,0.654,2,0,0,1.499
2.1,0.839,5,0,0,1.524
3.164,0.149,1,1,0,2.271
3.81,0.859,8,0,0,1.664
0.166,0.191,6,0,0,1.204
2.606,0.702,18,0,1,2.184
4.712,0.305,5,0,0,1.81
1.089,0.142,0,0,0,1.648
0.387,0.333,22,1,0,1.398
3.855,0.463,13,0,0,1.629
3.707,0.23,20,0,0,1.884
1.951,0.19,7,0,0,1.86
4.151,0.994,7,0,0,1.602
2.72,0.171,5,0,0,1.828
2.377,0.271,14,0,1,2.126
4.109,0.328,18,0,0,1.841
0.491,0.385,19,0,0,1.312
1.119,0.218,16,0,0,1.574
2.221,0.856,5,0,0,1.39
0.427,0.932,6,0,0,1.144
4.979,0.594,9,1,0,2.137
1.568,0.61,8,0,0,1.427
4.739,0.994,4,0,0,1.436
2.372,0.895,1,1,0,1.654
4.623,0.467,12,0,0,1.755
2.2,0.783,22,0,0,1.224
4.074,0.339,10,0,0,1.531
3.755,0.147,10,0,0,2.11
4.734,0.12,22,0,0,2.147
3.187,0.585,14,1,0,1.767
1.135,0.55,13,0,0,1.309
2.71,0.236,20,0,1,2.204
0.729,0.868,10,1,0,1.51
1.674,0.625,12,0,0,1.337
3.946,0.443,17,0,0,1.767
0.07,0.555,6,0,0,1.084
3.104,0.188,16,0,0,2.026
3.465,0.91,10,0,0,1.521
4.499,0.361,21,0,0,1.78
3.782,0.257,5,1,0,2.094
2.014,0.483,13,0,0,1.409
3.828,0.353,5,0,0,1.693
3.127,0.377,13,1,0,2.001
2.934,0.842,18,0,0,1.766
0.369,0.592,2,0,0,1.266
2.698,0.939,16,0,0,1.421
4.335,0.955,19,0,0,1.73
2.184,0.992,6,0,0,1.352
3.521,0.218,16,0,1,2.397
4.519,0.907,9,0,0,1.739
2.671,0.365,17,0,0,1.835
0.441,0.666,17,0,0,1.264
0.271,0.89,20,0,0,1.0
3.989,0.184,12,0,0,1.853
0.164,0.237,7,1,0,1.677
4.995,0.76,4,1,0,1.873
0.638,0.412,0,1,0,1.834
3.876,0.69,16,1,0,1.902
4.339,0.203,4,0,0,2.076
1.532,0.975,15,0,1,1.93
2.708,0.551,17,1,0,2.071
4.762,0.883,2,0,0,1.549
4.776,0.707,17,0,0,1.721
4.651,0.957,8,0,1,2.168
1.375,0.613,20,0,0,1.433
0.298,0.376,13,0,0,1.199
0.514,0.652,16,0,0,1.108
0.709,0.997,18,0,0,1.339
3.358,0.834,14,0,0,1.515
4.012,0.509,7,0,0,1.852
0.252,0.835,3,0,0,1.054
4.452,0.733,23,0,0,1.578
3.737,0.945,14,0,0,1.236
2.651,0.428,16,0,0,1.588
4.95,0.136,23,1,0,2.259
1.326,0.178,10,0,0,1.662
1.09,0.791,11,0,0,1.271
1.674,0.722,13,0,0,1.432
2.633,0.76,6,0,0,1.522
1.934,0.701,2,0,0,1.566
4.148,0.511,10,0,0,1.459
4.472,0.161,1,0,0,1.977
4.833,0.852,16,1,1,2.162
4.091,0.263,9,0,0,2.081
3.041,0.991,22,0,0,1.402
3.068,0.285,0,0,0,1.683
0.932,0.175,21,0,0,1.566
1.316,0.438,12,0,0,1.306
4.986,0.393,13,0,0,1.963
1.306,0.979,16,0,0,1.228
2.334,0.455,9,0,0,1.746
1.927,0.142,19,0,0,1.972
3.441,0.988,14,0,0,1.54
1.677,0.808,20,0,0,1.214
3.415,0.998,16,0,0,1.526
4.804,0.386,12,0,0,1.721
1.262,0.206,7,0,0,1.726
1.853,0.458,6,0,0,1.568
1.711,0.226,16,0,0,1.606
1.502,0.232,4,0,0,1.654
1.351,0.912,3,0,0,1.334
3.15,0.995,16,0,0,1.391
2.741,0.995,3,0,0,1.418
2.543,0.495,19,0,0,1.691
4.003,0.315,21,0,0,1.774
0.733,0.255,19,0,0,1.645
0.849,0.444,20,0,0,1.221
2.565,0.639,10,0,0,1.524
1.769,0.769,9,0,0,1.587
0.869,0.565,2,0,0,1.127
3.453,0.858,15,1,1,2.207
2.48,0.928,12,0,0,1.319
1.011,0.897,6,0,1,1.68
1.322,0.432,10,0,0,1.319
3.615,0.955,18,0,0,1.761
1.637,0.931,20,0,0,1.408
1.023,0.47,1,0,0,1.263
4.828,0.479,9,0,0,1.8
0.44,0.17,10,0,0,1.37
0.735,0.943,23,0,0,1.304
3.586,0.18,12,0,0,2.113
2.129,0.542,19,0,0,1.607
3.765,0.749,0,0,0,1.308
2.764,0.892,17,0,0,1.472
0.201,0.614,6,0,0,1.0
3.421,0.714,6,0,0,1.565
4.029,0.739,1,0,0,1.566
2.763,0.114,7,0,0,2.165
1.538,0.948,10,0,0,1.4
0.078,0.424,16,0,0,1.212
4.533,0.26,14,0,0,1.948
3.535,0.526,11,0,0,1.682
0.224,0.76,19,0,0,1.129
4.203,0.845,7,0,0,1.683
0.265,0.748,4,0,0,1.229
3.557,0.46,23,0,0,1.589
3.47,0.713,7,0,0,1.838
4.581,0.489,12,0,0,1.709
0.827,0.988,13,0,0,1.259
2.836,0.997,13,0,0,1.315
2.724,0.325,0,0,0,1.74
0.175,0.535,0,0,0,1.02
3.192,0.619,8,0,0,1.764
1.27,0.673,6,0,0,1.312
1.662,0.491,8,0,0,1.758
1.207,0.572,1,0,0,1.42
0.28,0.599,7,0,0,1.137
0.833,0.449,0,0,0,1.229
1.037,0.388,3,0,0,1.321
2.887,0.671,23,0,0,1.566
0.675,0.498,11,0,0,1.204
4.604,0.975,3,0,0,1.412
1.159,0.438,18,0,0,1.447
3.259,0.276,6,0,0,1.828
0.788,0.484,20,0,0,1.079
3.976,0.691,0,0,0,1.675
0.358,0.498,10,0,0,1.031
3.688,0.357,3,0,0,1.676
1.966,0.546,3,0,1,1.837
2.328,0.502,11,0,0,1.422
1.832,0.95,16,0,0,1.298
2.01,0.117,10,0,0,1.833
0.027,0.455,4,0,0,1.0
0.131,0.407,1,1,0,1.341
3.97,0.301,23,0,0,1.797
1.067,0.592,8,0,0,1.553
3.036,0.653,15,0,0,1.312
3.267,0.109,17,0,0,2.156
3.49,0.709,11,0,0,1.325
2.987,0.444,11,0,0,1.557
3.144,0.931,3,0,0,1.397
2.908,0.769,17,0,0,1.729
4.641,0.562,20,0,0,1.76
3.323,0.956,22,1,0,1.645
1.765,0.719,20,0,0,1.398
1.783,0.827,15,1,0,1.708
0.398,0.961,4,0,0,1.028
4.959,0.901,1,0,0,1.636
4.454,0.164,12,0,0,1.998
0.215,0.289,10,0,0,1.135
4.309,0.667,2,1,0,1.913
0.692,0.245,5,0,0,1.236
1.195,0.518,13,0,0,1.369
3.404,0.532,5,0,0,1.511
3.651,0.517,12,0,0,1.624
2.529,0.84,0,0,0,1.373
4.839,0.541,16,0,0,1.713
2.448,0.882,10,0,0,1.515
1.292,0.796,1,1,1,2.1
0.045,0.678,1,0,0,1.119
4.337,0.62,15,0,0,1.517
1.977,0.309,11,1,0,2.035
3.913,0.791,8,0,0,1.63
3.869,0.824,4,0,0,1.394
0.218,0.54,21,0,1,1.573
4.108,0.298,13,1,1,2.554
1.446,0.784,2,0,0,1.153
4.206,0.82,6,1,0,1.728
2.461,0.61,17,0,0,1.321
2.958,0.727,20,0,0,1.348
0.507,0.796,14,0,0,1.08
1.896,0.362,3,0,0,1.691
4.854,0.354,23,0,0,1.87
4.629,0.737,12,1,0,1.924
4.971,0.561,17,0,0,2.098
2.551,0.561,15,0,0,1.33
4.091,0.963,0,0,0,1.488
2.275,0.819,1,0,0,1.6
4.707,0.33,1,0,1,2.258
4.93,0.466,15,0,0,1.646
4.389,0.847,7,1,0,2.125
3.106,0.166,0,0,0,1.822
4.945,0.389,14,0,1,2.404
4.919,0.406,16,0,0,1.849
2.375,0.451,16,1,0,1.826
1.519,0.333,2,0,0,1.605
0.937,0.678,20,0,0,1.234
3.385,0.456,23,0,0,1.647
0.174,0.588,23,0,0,1.135
3.819,0.345,11,0,0,1.7
0.257,0.875,4,1,0,1.527
1.327,0.285,12,0,0,1.518
2.49,0.89,20,0,0,1.427
0.487,0.261,6,0,0,1.177
0.181,0.433,0,0,0,1.039
2.399,0.801,16,0,0,1.429
4.434,0.543,12,0,0,1.746
2.042,0.313,10,0,0,1.738
1.001,0.697,16,0,0,1.159
2.042,0.215,23,0,0,1.61
3.613,0.294,23,1,0,1.944
0.207,0.331,12,0,0,1.192
0.154,0.626,3,0,0,1.206
2.314,0.597,4,0,1,1.956
3.383,0.568,22,0,0,1.583
3.069,0.188,13,0,0,1.855
3.189,0.802,15,0,0,1.432
0.829,0.219,5,0,0,1.337
2.694,0.945,1,0,0,1.508
1.89,0.159,12,0,0,1.766
0.552,0.892,22,1,0,1.389
0.64,0.368,17,0,0,1.798
3.227,0.73,3,0,0,1.503
4.786,0.4,15,0,0,1.591
0.531,0.748,3,0,0,1.225
2.474,0.533,15,1,0,1.63
1.24,0.574,20,0,0,1.388
1.408,0.745,16,0,0,1.36
1.122,0.22,2,0,0,1.669
2.728,0.34,23,0,0,1.552
0.284,0.857,5,0,0,1.056
3.712,0.811,18,0,0,1.706
3.034,0.991,1,0,0,1.505
1.924,0.121,21,0,0,1.87
1.089,0.228,13,0,0,1.567
2.682,0.404,2,0,0,1.726
4.776,0.724,6,0,0,1.582
3.541,0.384,22,0,0,1.837
1.397,0.411,10,0,1,1.93
3.715,0.305,14,0,0,1.854
2.52,0.919,17,0,0,1.544
0.24,0.593,3,0,0,1.16
3.088,0.244,2,0,0,1.889
1.169,0.624,15,0,0,1.205
2.048,0.244,7,0,0,1.956
2.392,0.345,7,0,0,1.832
3.997,0.726,3,0,0,1.762
2.9,0.782,15,1,0,1.735
1.7,0.49,3,0,0,1.474
3.286,0.25,5,0,0,1.768
0.96,0.29,21,0,0,1.497
4.114,0.586,5,0,0,1.402
1.007,0.63,17,0,0,1.343
2.793,0.882,11,0,0,1.492
1.026,0.341,7,0,0,1.612
1.628,0.651,13,0,0,1.172
2.112,0.102,6,0,0,1.832
1.837,0.524,1,0,0,1.408
4.669,0.458,7,0,0,1.87
1.117,0.208,10,0,0,1.637
0.901,0.902,16,0,0,1.332
2.588,0.197,9,0,0,1.757
4.745,0.339,6,0,0,1.792
2.517,0.761,5,1,0,1.747
4.797,0.263,8,0,0,1.929
0.952,0.169,18,0,0,1.878
0.051,0.972,4,0,0,1.052
1.515,0.364,4,0,0,1.571
3.191,0.155,21,1,0,2.16
2.96,0.227,2,0,0,1.703
1.209,0.3,3,0,0,1.42
3.308,0.963,11,0,1,1.934
4.151,0.114,5,1,0,2.318
3.436,0.814,20,0,0,1.584
3.639,0.803,9,0,0,1.977
1.538,0.55,7,1,0,1.955
2.646,0.94,22,0,0,1.205
0.214,0.112,16,1,0,1.619
1.795,0.546,5,0,0,1.314
4.079,0.328,4,0,0,1.73
3.951,0.786,9,0,0,1.732
4.704,0.256,11,0,0,1.852
4.844,0.888,13,0,0,1.453
4.863,0.465,2,0,0,1.778
0.787,0.222,19,1,0,1.744
0.603,0.131,3,0,1,2.037
4.375,0.721,3,0,0,1.493
1.916,0.936,7,0,0,1.56
1.786,0.973,3,0,0,1.176
2.668,0.887,18,0,0,1.637
2.257,0.451,14,0,0,1.67
1.115,0.915,12,0,0,1.178
4.223,0.679,4,0,0,1.527
4.546,0.157,14,0,0,2.045
3.738,0.254,17,0,0,2.037
0.24,0.447,4,0,0,1.0
0.59,0.376,17,0,0,1.589
1.73,0.402,9,0,1,2.275
2.784,0.761,17,0,1,2.287
3.048,0.153,6,0,0,1.949
0.5,0.645,9,0,0,1.559
4.801,0.403,3,0,0,1.573
2.648,0.894,21,0,0,1.563
2.159,0.151,8,0,0,1.961
0.956,0.975,12,1,0,1.449
4.754,0.173,15,0,0,1.917
2.237,0.491,12,0,0,1.56
0.589,0.871,2,0,0,1.234
3.072,0.39,14,0,0,1.602
1.751,0.865,16,0,0,1.357
4.04,0.967,2,1,0,2.067
2.727,0.21,2,0,0,1.711
0.528,0.53,18,0,0,1.365
3.753,0.308,3,0,0,1.907
1.523,0.79,2,0,1,1.662
2.041,0.197,20,1,0,2.04
3.878,0.797,15,0,0,1.286
0.532,0.708,23,0,0,1.028
4.889,0.668,18,0,0,1.713
3.51,0.491,5,0,0,1.537
0.963,0.551,16,0,0,1.175
0.291,0.19,3,0,0,1.289
2.723,0.343,16,0,0,1.79
1.896,0.922,1,0,0,1.537
0.148,0.498,18,0,0,1.174
3.046,0.463,20,0,0,1.675
1.544,0.143,8,0,0,2.043
1.61,0.896,2,0,0,1.319
0.811,0.778,12,0,0,1.283
0.702,0.182,23,0,0,1.507
0.722,0.235,17,0,0,1.657
4.43,0.211,19,0,0,2.04
2.665,0.688,14,0,0,1.272
2.347,0.243,1,1,0,1.964
